;Unnamed: 0.1;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
116;20;45531,2;14892,85;13936,78;6919,83;81280,66;44070,58;13130,59;13122,47;6839,91;77163,55;44334,61;13496,32;12809,27;6493,74;77133,94;45223,27;16537,49;13731,95;6877,32;82370,03;43875,79;14394,01;13508,18;7021,1;78799,09;3,77;3,47;3,17;1,44;3,15;0,44;8,78;2,86;2,58;2,08;1,05;6,24;5,17;7,51;2,11;3,07;14,89;1,66;2,05;4,53;1655,41;498,84;428,6;-101,27;2481,57;194,79;-1263,42;-385,72;-181,19;-1635,54;458,82;-897,69;-698,91;-527,36;-1665,15;1347,48;2143,48;223,77;-143,78;3570,94
117;21;46301,21;15117,4;14191,2;7006,49;82616,3;44617,34;13340,91;13236,35;6875,12;78069,72;44834,63;13682,49;12906,9;6538,26;77962,28;46353,26;16920,04;13921,9;6872,2;84067,4;44275,95;14675,44;13698,26;7091,61;79741,25;4,57;3,01;3,6;1,2;3,61;0,77;9,09;3,37;3,05;2,1;1,26;6,77;5,78;7,8;2,23;4,69;15,29;1,63;3,09;5,43;2025,26;441,96;492,94;-85,12;2875,05;341,39;-1334,53;-461,91;-216,49;-1671,53;558,68;-992,95;-791,36;-553,35;-1778,97;2077,31;2244,6;223,64;-219,41;4326,15
118;22;46903,31;15395,36;14378,71;7067,41;83744,79;45022,01;13587,96;13334,9;6896,45;78841,32;45160,45;13899,55;12993,79;6556,4;78610,19;46572,4;17208,18;14111,35;6990,73;84882,66;44566,98;15031,57;13846,7;7155,02;80600,27;5,24;2,42;3,84;1,22;3,9;1,02;9,6;3,7;3,61;2,18;1,33;7,53;6,16;8,37;2,47;4,5;14,48;1,91;2,3;5,31;2336,33;363,79;532,01;-87,61;3144,52;455,03;-1443,61;-511,8;-258,57;-1758,95;593,47;-1132,02;-852,91;-598,62;-1990,08;2005,42;2176,61;264,65;-164,29;4282,39
119;23;47228,23;15655,95;14445,14;7104,0;84433,32;45213,03;13779,29;13422,25;6906,96;79321,53;45246,27;14060,22;13014,91;6554,67;78876,07;46782,11;17383,25;14090,64;7000,64;85256,64;44774,46;15379,19;13827,21;7216,46;81197,33;5,48;1,8;4,47;1,56;3,99;0,98;10,4;2,93;4,29;2,31;1,05;8,58;5,87;9,17;2,86;4,48;13,03;1,91;2,99;5,0;2453,77;276,76;617,93;-112,46;3235,99;438,57;-1599,9;-404,96;-309,5;-1875,8;471,81;-1318,97;-812,3;-661,79;-2321,26;2007,65;2004,06;263,43;-215,82;4059,31
120;24;47250,35;15632,48;14404,07;7102,99;84389,89;45241,96;13715,45;13434,31;6893,44;79285,16;45139,12;13937,28;12960,93;6523,15;78560,48;46389,87;17263,82;13995,36;7011,57;84660,62;44988,24;15473,41;13705,73;7243,17;81410,55;5,03;1,03;5,1;1,94;3,66;0,56;11,36;1,98;4,83;2,61;0,34;9,93;5,43;9,94;3,5;3,12;11,57;2,11;3,2;3,99;2262,11;159,07;698,34;-140,18;2979,34;253,72;-1757,96;-271,42;-349,73;-2125,39;150,88;-1536,13;-744,8;-720,02;-2850,07;1401,63;1790,41;289,63;-231,6;3250,07
121;25;47050,05;15182,32;14301,28;7062,61;83596,26;45220,78;13303,13;13334,69;6851,78;78710,38;44962,94;13422,77;12857,68;6460,61;77704,0;46955,82;16700,72;13789,48;6859,23;84305,25;45285,15;15177,06;13588,92;7215,78;81266,91;3,9;0,03;5,24;2,12;2,87;0,14;12,35;1,87;5,04;3,15;0,71;11,56;5,38;10,47;4,38;3,69;10,04;1,48;4,94;3,74;1764,9;5,26;712,36;-153,17;2329,35;-64,37;-1873,93;-254,23;-364,0;-2556,53;-322,21;-1754,29;-731,24;-755,17;-3562,91;1670,67;1523,66;200,56;-356,55;3038,34
122;26;47048,16;14854,95;14243,73;7041,8;83188,64;45380,06;12980,5;13266,31;6830,53;78457,4;45036,5;13025,54;12825,73;6417,1;77304,87;45997,54;16645,35;14051,27;6869,28;83563,44;45625,6;14945,57;13554,2;7206,61;81331,99;3,12;0,61;5,09;2,29;2,28;0,54;13,15;2,12;5,22;3,53;1,29;12,85;5,37;10,96;4,95;0,82;11,37;3,67;4,68;2,74;1422,56;-90,62;689,53;-164,81;1856,65;-245,54;-1965,07;-287,89;-376,08;-2874,59;-589,1;-1920,03;-728,47;-789,51;-4027,12;371,94;1699,78;497,07;-337,33;2231,45
123;27;47581,1;15154,94;14317,24;7095,34;84148,62;45877,39;13150,94;13365,62;6875,86;79269,81;45588,66;13212,63;12964,68;6441,28;78207,25;46433,21;16996,44;14064,76;6996,25;84490,66;45968,74;15202,7;13650,84;7287,92;82110,2;3,51;0,31;4,88;2,64;2,48;0,2;13,5;2,09;5,65;3,46;0,83;13,09;5,03;11,62;4,75;1,01;11,8;3,03;4,0;2,9;1612,36;-47,76;666,4;-192,58;2038,42;-91,35;-2051,76;-285,22;-412,06;-2840,39;-380,08;-1990,07;-686,16;-846,64;-3902,95;464,47;1793,74;413,92;-291,67;2380,46
124;28;48307,28;15715,15;14461,85;7200,4;85684,68;46459,94;13547,15;13563,79;6971,67;80542,55;46293,78;13667,08;13195,2;6524,86;79680,92;47297,92;17313,27;14294,62;7138,94;86044,75;46385,06;15652,77;13844,9;7440,0;83322,74;4,14;0,4;4,46;3,22;2,83;0,16;13,45;2,03;6,29;3,34;0,2;12,69;4,69;12,3;4,37;1,97;10,61;3,25;4,05;3,27;1922,22;62,38;616,95;-239,6;2361,94;74,88;-2105,62;-281,11;-468,33;-2780,19;-91,28;-1985,69;-649,7;-915,14;-3641,82;912,86;1660,5;449,72;-301,06;2722,01
125;29;48813,38;16066,97;14599,44;7316,69;86796,48;46855,94;13815,72;13753,79;7084,49;81509,94;46785,51;13975,59;13410,63;6640,93;80812,66;47676,67;17295,22;14798,55;7259,97;87030,41;46912,39;15909,17;14067,31;7616,21;84505,08;4,05;0,99;3,78;3,93;2,71;0,12;13,16;2,23;6,98;3,54;0,27;12,15;4,67;12,81;4,37;1,63;8,71;5,2;4,68;2,99;1900,99;157,8;532,13;-299,52;2291,4;-56,45;-2093,45;-313,52;-531,72;-2995,14;-126,88;-1933,58;-656,68;-975,28;-3692,42;764,28;1386,05;731,24;-356,24;2525,33
126;30;49077,24;16207,79;14724,98;7411,72;87421,73;47128,3;13929,28;13881,0;7173,52;82112,1;47089,19;14123,57;13573,86;6745,02;81531,64;48207,72;17190,33;14763,3;7332,07;87493,42;47346,29;15941,0;14191,74;7754,04;85233,08;3,66;1,67;3,76;4,41;2,57;0,46;12,62;2,19;7,49;3,66;0,54;11,4;4,35;13,01;4,34;1,82;7,84;4,03;5,44;2,65;1730,95;266,79;533,24;-342,32;2188,65;-217,99;-2011,72;-310,74;-580,52;-3120,98;-257,1;-1817,43;-617,88;-1009,02;-3701,44;861,43;1249,33;571,56;-421,97;2260,34
127;31;49177,95;16242,62;14832,93;7460,41;87713,91;47389,66;13950,13;13917,55;7207,36;82464,7;47316,8;14193,87;13671,58;6798,64;81980,89;48507,5;17084,79;14356,76;7317,39;87266,44;47506,88;15820,46;14136,4;7804,96;85268,7;3,52;2,67;4,93;4,41;2,87;0,25;11,82;1,55;7,66;3,29;0,4;10,28;3,29;12,89;3,86;2,11;7,99;1,56;6,25;2,34;1671,07;422,16;696,53;-344,55;2445,21;-117,22;-1870,33;-218,85;-597,6;-2804,0;-190,08;-1626,59;-464,82;-1006,32;-3287,81;1000,62;1264,33;220,36;-487,57;1997,74
128;32;49208,36;16241,03;14842,64;7459,41;87751,44;47616,79;13973,14;13890,37;7199,4;82679,7;47535,13;14260,16;13716,27;6804,87;82316,43;48538,72;16967,81;14420,6;7317,35;87244,48;47554,6;15676,26;14054,91;7792,17;85077,94;3,48;3,6;5,6;4,27;3,14;0,13;10,86;1,17;7,61;2,82;0,04;9,03;2,41;12,67;3,25;2,07;8,24;2,6;6,09;2,55;1653,76;564,77;787,73;-332,76;2673,5;62,19;-1703,12;-164,54;-592,77;-2398,24;-19,47;-1416,1;-338,64;-987,3;-2761,51;984,12;1291,55;365,69;-474,82;2166,54
129;33;49176,11;16233,75;14677,77;7411,48;87499,11;47715,72;14063,22;13814,27;7166,47;82759,68;47719,79;14359,94;13705,67;6774,67;82560,07;48095,66;16852,01;14340,02;7253,51;86541,2;47626,61;15610,65;14073,61;7744,76;85055,63;3,25;3,99;4,29;4,3;2,87;0,19;9,91;1,84;7,47;2,7;0,2;8,01;2,61;12,53;2,93;0,98;7,95;1,89;6,34;1,75;1549,5;623,1;604,16;-333,28;2443,48;89,11;-1547,43;-259,34;-578,29;-2295,95;93,18;-1250,71;-367,94;-970,09;-2495,56;469,05;1241,36;266,41;-491,25;1485,57
130;34;48734,48;16131,57;14354,3;7321,95;86542,3;47445,36;14133,05;13600,74;7094,4;82273,55;47526,85;14395,01;13552,89;6708,92;82183,67;47559,87;16855,87;13885,58;7173,29;85474,61;47426,46;15563,16;13974,5;7643,71;84607,82;2,76;3,65;2,72;4,21;2,29;0,04;9,19;2,67;7,19;2,76;0,21;7,51;3,02;12,23;2,87;0,28;8,31;0,64;6,15;1,02;1308,02;568,41;379,8;-321,76;1934,48;18,9;-1430,11;-373,76;-549,31;-2334,27;100,39;-1168,15;-421,61;-934,79;-2424,15;133,41;1292,71;-88,92;-470,42;866,79
131;35;47635,49;15840,86;13941,79;7198,67;84616,81;46662,09;14075,23;13213,25;6971,9;80922,47;46716,55;14262,3;13228,33;6611,41;80818,59;46638,6;16940,68;13330,21;6999,9;83909,39;46707,03;15438,95;13591,54;7475,31;83212,84;1,99;2,6;2,58;3,7;1,69;0,1;8,83;2,78;6,73;2,75;0,02;7,62;2,67;11,56;2,88;0,15;9,73;1,92;6,36;0,84;928,46;401,91;350,25;-276,64;1403,97;-44,94;-1363,72;-378,29;-503,41;-2290,37;9,52;-1176,65;-363,21;-863,9;-2394,25;-68,43;1501,73;-261,33;-475,41;696,55
132;36;46380,61;15370,42;13631,84;7056,96;82439,83;45759,45;13854,46;12926,33;6830,13;79370,37;45785,4;13974,96;13016,17;6507,71;79284,24;45513,84;16671,94;13643,58;6903,43;82732,79;45852,1;15168,16;13311,15;7295,38;81626,79;1,15;1,33;2,41;3,27;1,0;0,2;8,66;2,89;6,38;2,76;0,15;7,87;2,22;10,8;2,87;0,74;9,91;2,5;5,37;1,35;528,5;202,26;320,69;-238,42;813,04;-92,66;-1313,7;-384,82;-465,25;-2256,42;-66,71;-1193,2;-294,98;-787,67;-2342,55;-338,27;1503,78;332,43;-391,95;1106,0
133;37;45562,55;14804,54;13582,94;6923,87;80873,9;45236,9;13510,66;12985,65;6714,4;78447,61;45332,62;13616,7;13162,0;6432,18;78543,5;45102,72;16136,69;13932,58;6809,06;81981,05;45368,38;14756,93;13496,41;7171,25;80792,97;0,43;0,32;0,64;3,45;0,1;0,29;8,45;3,78;6,37;2,9;0,08;7,73;2,48;10,31;2,78;0,59;9,35;3,23;5,05;1,47;194,17;47,61;86,53;-247,38;80,93;-131,48;-1246,27;-510,76;-456,85;-2345,36;-35,76;-1140,23;-334,41;-739,07;-2249,47;-265,66;1379,76;436,17;-362,19;1188,08
134;38;45389,32;14427,21;13699,34;6865,6;80381,47;45480,41;13312,55;13210,2;6684,09;78687,25;45632,1;13437,28;13443,25;6432,61;78945,24;45931,38;16476,53;13961,96;7084,77;83454,64;45623,43;14490,43;13864,66;7146,99;81125,51;0,51;0,44;1,19;3,94;0,92;0,31;8,13;4,72;6,48;3,01;0,02;7,27;3,04;10,0;2,69;0,67;13,71;0,7;0,87;2,87;-234,11;-63,22;-165,32;-281,39;-744,04;-143,02;-1177,88;-654,46;-462,9;-2438,26;8,67;-1053,15;-421,41;-714,38;-2180,27;307,95;1986,1;97,3;-62,22;2329,13
135;39;45877,43;14466,77;13840,27;6928,97;81113,44;46599,47;13477,71;13362,12;6773,02;80212,32;46686,49;13625,05;13588,6;6538,06;80438,2;47888,1;16752,16;14160,0;7152,42;85952,68;46717,24;14616,95;14060,34;7237,81;82632,34;1,8;1,03;1,57;4,27;1,84;0,25;7,79;4,97;6,42;2,93;0,07;6,79;3,36;9,67;2,66;2,51;14,61;0,71;1,18;4,02;-839,81;-150,18;-220,07;-308,84;-1518,9;-117,77;-1139,24;-698,22;-464,79;-2420,02;-30,75;-991,9;-471,74;-699,75;-2194,14;1170,86;2135,21;99,66;-85,39;3320,34
136;40;46662,07;14729,31;13939,23;7043,89;82374,5;47711,31;13790,13;13402,62;6898,66;81802,72;47738,88;13956,59;13599,68;6689,0;81984,15;48324,2;16715,06;14082,0;7201,51;86322,77;47818,72;14958,32;14081,92;7366,83;84225,79;2,42;1,53;1,01;4,38;2,2;0,22;7,81;4,82;6,36;2,88;0,17;6,7;3,42;9,2;2,66;1,06;11,74;0,0;2,24;2,49;-1156,65;-229,01;-142,69;-322,94;-1851,29;-107,41;-1168,19;-679,3;-468,17;-2423,07;-79,84;-1001,73;-482,24;-677,83;-2241,64;505,48;1756,74;0,08;-165,32;2096,98
137;41;47344,17;14961,33;13979,64;7131,98;83417,12;47972,9;13986,18;13371,3;6976,19;82306,57;48080,14;14168,61;13561,85;6818,68;82629,28;47911,57;16687,19;14160,58;7266,35;86025,69;48129,79;15264,25;14028,22;7457,14;84879,4;1,63;1,98;0,35;4,36;1,72;0,33;8,37;4,68;6,45;3,03;0,1;7,18;3,32;8,56;2,65;0,45;9,32;0,94;2,56;1,35;-785,62;-302,92;-48,58;-325,16;-1462,28;-156,89;-1278,07;-656,92;-480,95;-2572,83;-49,65;-1095,64;-466,37;-638,46;-2250,12;-218,22;1422,94;132,36;-190,79;1146,29
138;42;47769,11;15093,06;14070,5;7198,79;84131,46;47692,72;14045,36;13422,06;7027,91;82188,05;47951,65;14249,96;13622,4;6919,97;82743,98;47869,28;16674,98;14149,81;7328,82;86022,89;47915,65;15422,56;14045,27;7523,75;84907,24;0,31;2,14;0,18;4,32;0,91;0,47;8,93;4,44;6,59;3,2;0,08;7,6;3,01;8,03;2,55;0,1;8,12;0,74;2,59;1,31;-146,54;-329,5;25,23;-324,96;-775,78;-222,93;-1377,2;-623,21;-495,84;-2719,18;36,0;-1172,6;-422,87;-603,78;-2163,26;-46,37;1252,42;104,54;-194,93;1115,65
139;43;47860,86;15109,04;14297,73;7265,27;84532,9;47328,91;14001,8;13667,71;7092,34;82090,76;47711,35;14240,01;13877,93;7000,79;82830,08;47221,36;16743,37;14442,77;7409,99;85817,49;47592,3;15383,84;14230,63;7597,89;84804,67;0,56;1,79;0,47;4,38;0,32;0,55;8,98;3,96;6,65;3,2;0,25;7,44;2,48;7,86;2,33;0,78;8,84;1,49;2,47;1,19;268,56;-274,8;67,1;-332,62;-271,77;-263,39;-1382,04;-562,92;-505,55;-2713,91;119,05;-1143,83;-352,7;-597,1;-1974,59;-370,94;1359,53;212,14;-187,9;1012,82
140;44;47613,32;15027,27;14529,56;7330,3;84500,45;46786,88;13864,94;13942,43;7165,65;81759,9;47232,78;14127,87;14160,47;7069,89;82591,01;45960,45;16585,28;14751,47;7493,71;84790,91;47115,86;15211,47;14440,65;7683,78;84451,76;1,06;1,21;0,62;4,6;0,06;0,7;8,85;3,45;6,74;3,19;0,25;7,12;1,94;7,99;2,2;2,45;9,03;2,15;2,47;0,4;497,46;-184,2;88,91;-353,48;48,69;-328,99;-1346,53;-498,22;-518,13;-2691,86;116,92;-1083,6;-280,18;-613,89;-1860,75;-1155,42;1373,81;310,82;-190,07;339,15
141;45;47063,35;14875,69;14625,96;7388,98;83953,98;45906,91;13645,04;14067,19;7236,32;80855,46;46350,12;13904,45;14292,18;7134,94;81681,69;44630,19;16263,68;14669,06;7528,42;83091,35;46368,74;14975,92;14517,12;7774,89;83636,67;1,5;0,67;0,75;4,96;0,38;1,0;8,89;3,1;6,93;3,33;0,04;7,15;1,55;8,23;2,34;3,75;8,6;1,05;3,17;0,65;694,61;-100,23;108,84;-385,91;317,31;-461,83;-1330,88;-449,93;-538,57;-2781,21;-18,62;-1071,47;-224,94;-639,95;-1954,98;-1738,55;1287,76;151,94;-246,47;-545,32
142;46;46349,45;14688,42;14631,56;7443,6;83113,03;44821,44;13380,14;14088,74;7304,23;79594,55;45224,54;13618,21;14320,32;7198,6;80361,67;43139,58;15841,59;14574,95;7497,99;81054,11;45398,49;14663,05;14484,75;7848,86;82395,15;2,09;0,17;1,01;5,16;0,87;1,27;8,75;2,73;6,94;3,4;0,38;7,13;1,14;8,28;2,47;4,98;8,04;0,62;4,47;1,63;950,96;25,37;146,81;-405,26;717,88;-577,05;-1282,91;-396,01;-544,63;-2800,6;-173,95;-1044,84;-164,43;-650,26;-2033,48;-2258,91;1178,54;90,2;-350,87;-1341,04
143;47;45635,55;14501,14;14637,15;7498,21;82272,05;43735,97;13115,24;14110,3;7372,14;78333,65;44098,96;13331,97;14348,47;7262,25;79041,65;40801,67;15265,09;14341,26;7442,99;77851,01;44285,84;14251,04;14400,28;7884,95;80822,1;3,05;1,75;1,64;4,9;1,79;1,24;7,97;2,01;6,5;3,08;0,42;6,45;0,36;7,9;2,2;7,87;7,12;0,41;5,61;3,68;1349,71;250,1;236,87;-386,74;1449,95;-549,87;-1135,8;-289,98;-512,81;-2488,45;-186,88;-919,07;-51,81;-622,7;-1780,45;-3484,17;1014,05;-59,02;-441,96;-2971,09
144;0;41750,57;12366,98;13907,32;7351,02;75375,89;42010,3;11976,78;13974,02;7309,85;75270,95;41745,05;12273,61;14111,72;7384,24;75514,62;40844,01;14621,2;14133,73;7380,73;76979,67;43078,95;13772,07;14265,74;7884,85;79001,61;3,08;10,2;2,51;6,77;4,59;2,48;13,04;2,04;7,29;4,72;3,1;10,88;1,08;6,35;4,41;5,19;6,17;0,93;6,39;2,56;-1328,38;-1405,09;-358,42;-533,83;-3625,72;-1068,65;-1795,29;-291,72;-575,0;-3730,66;-1333,9;-1498,46;-154,02;-500,61;-3486,99;-2234,94;849,13;-132,01;-504,12;-2021,94
145;1;40347,01;11869,6;13666,6;7299,94;73183,15;40684,44;11522,73;13731,3;7269,83;73208,3;40362,74;11782,79;13881,49;7346,34;73373,36;39390,09;13908,99;13786,15;7318,5;74403,73;41829,74;13275,26;14080,81;7855,56;77041,38;3,54;10,59;2,94;7,07;5,01;2,74;13,2;2,48;7,46;4,98;3,51;11,24;1,42;6,48;4,76;5,83;4,77;2,09;6,84;3,42;-1482,73;-1405,66;-414,21;-555,62;-3858,23;-1145,3;-1752,53;-349,51;-585,73;-3833,08;-1467,0;-1492,47;-199,32;-509,22;-3668,02;-2439,65;633,73;-294,66;-537,06;-2637,65
146;2;39041,77;11417,82;13430,38;7242,68;71132,65;39428,57;11119,83;13504,93;7227,32;71280,65;39048,62;11342,6;13666,5;7292,47;71350,19;38513,24;13527,91;13605,62;7317,89;72964,66;40637,62;12823,53;13890,57;7802,89;75154,61;3,93;10,96;3,31;7,18;5,35;2,98;13,29;2,78;7,38;5,15;3,91;11,55;1,61;6,54;5,06;5,23;5,49;2,05;6,22;2,91;-1595,85;-1405,71;-460,19;-560,21;-4021,96;-1209,04;-1703,7;-385,64;-575,57;-3873,96;-1588,99;-1480,93;-224,07;-510,42;-3804,42;-2124,38;704,38;-284,95;-485,0;-2189,95
147;3;37916,12;11046,44;13203,63;7175,82;69342,01;38310,68;10805,36;13308,75;7179,78;69604,57;37872,21;10989,84;13477,41;7212,93;69552,39;37756,17;13260,6;13434,98;7208,9;71660,65;39598,43;12464,56;13736,54;7732,46;73531,99;4,25;11,38;3,88;7,2;5,7;3,25;13,31;3,11;7,15;5,34;4,36;11,83;1,89;6,72;5,41;4,65;6,39;2,2;6,77;2,54;-1682,31;-1418,12;-532,91;-556,64;-4189,98;-1287,75;-1659,2;-427,79;-552,68;-3927,42;-1726,22;-1474,72;-259,13;-519,53;-3979,6;-1842,26;796,04;-301,56;-523,56;-1871,34
148;4;36983,0;10747,0;12993,21;7107,03;67830,24;37390,74;10561,21;13146,81;7124,52;68223,28;36908,41;10706,12;13306,59;7123,25;68044,37;36808,1;12986,08;13278,11;7128,51;70200,8;38746,35;12171,36;13600,48;7650,48;72168,67;4,55;11,7;4,47;7,1;6,01;3,5;13,23;3,34;6,87;5,47;4,74;12,04;2,16;6,89;5,71;5,0;6,69;2,37;6,82;2,73;-1763,35;-1424,36;-607,27;-543,45;-4338,43;-1355,61;-1610,15;-453,67;-525,96;-3945,39;-1837,94;-1465,24;-293,89;-527,23;-4124,3;-1938,25;814,72;-322,37;-521,97;-1967,87
149;5;36239,2;10505,02;12805,26;7043,59;66593,07;36704,4;10360,2;13015,61;7060,07;67140,28;36207,67;10469,31;13144,34;7040,8;66862,12;36402,33;12657,9;13231,78;7051,73;69343,74;38085,21;11907,34;13454,68;7563,03;71010,27;4,85;11,78;4,83;6,87;6,22;3,63;12,99;3,26;6,65;5,45;4,93;12,08;2,31;6,91;5,84;4,42;6,3;1,66;6,76;2,35;-1846,01;-1402,32;-649,42;-519,44;-4417,2;-1380,81;-1547,14;-439,07;-502,96;-3869,99;-1877,54;-1438,03;-310,34;-522,23;-4148,15;-1682,88;750,56;-222,9;-511,3;-1666,53
150;6;35684,91;10325,05;12641,25;6980,24;65631,45;36197,9;10194,39;12891,5;6989,9;66273,69;35717,25;10297,38;12991,12;6965,12;65970,87;35756,82;12422,56;13025,39;6980,82;68185,59;37559,2;11672,07;13293,41;7475,05;69999,73;4,99;11,54;4,91;6,62;6,24;3,62;12,66;3,02;6,49;5,32;4,9;11,78;2,27;6,82;5,76;4,8;6,43;2,02;6,61;2,59;-1874,29;-1347,02;-652,16;-494,81;-4368,28;-1361,3;-1477,68;-401,91;-485,15;-3726,04;-1841,95;-1374,69;-302,29;-509,93;-4028,86;-1802,38;750,49;-268,02;-494,23;-1814,14
151;7;35315,58;10211,09;12505,28;6910,41;64942,36;35816,07;10064,04;12758,68;6918,68;65557,47;35374,24;10206,69;12854,61;6891,32;65326,86;35537,96;12363,66;12931,72;6929,39;67762,73;37121,71;11475,84;13127,77;7391,0;69116,31;4,87;11,02;4,74;6,5;6,04;3,52;12,3;2,81;6,39;5,15;4,71;11,06;2,08;6,76;5,48;4,27;7,74;1,49;6,25;1,96;-1806,13;-1264,75;-622,49;-480,59;-4173,95;-1305,64;-1411,8;-369,09;-472,32;-3558,84;-1747,47;-1269,15;-273,16;-499,68;-3789,45;-1583,75;887,82;-196,05;-461,61;-1353,58
152;8;35103,98;10145,9;12416,71;6834,93;64501,52;35587,53;9982,76;12653,04;6850,78;65074,11;35178,34;10166,96;12761,27;6814,45;64921,02;35236,74;12325,61;12868,81;6878,99;67310,15;36822,69;11335,69;13014,37;7314,49;68487,24;4,67;10,5;4,59;6,56;5,82;3,35;11,94;2,78;6,34;4,98;4,47;10,31;1,94;6,84;5,21;4,31;8,73;1,12;5,95;1,72;-1718,71;-1189,79;-597,66;-479,56;-3985,72;-1235,16;-1352,93;-361,33;-463,71;-3413,13;-1644,35;-1168,73;-253,1;-500,04;-3566,22;-1585,95;989,92;-145,56;-435,5;-1177,09
153;9;35028,9;10115,8;12377,05;6759,23;64280,98;35538,04;9965,84;12593,74;6790,86;64888,48;35134,51;10151,98;12714,61;6733,29;64734,39;35482,39;12266,69;12726,35;6822,92;67298,35;36706,88;11262,71;12977,88;7249,76;68197,23;4,57;10,18;4,63;6,77;5,74;3,18;11,51;2,96;6,33;4,85;4,28;9,86;2,03;7,12;5,08;3,34;8,91;1,94;5,89;1,32;-1677,98;-1146,91;-600,83;-490,53;-3916,25;-1168,84;-1296,87;-384,14;-458,9;-3308,75;-1572,37;-1110,73;-263,27;-516,47;-3462,84;-1224,49;1003,98;-251,53;-426,84;-898,88
154;10;35115,81;10142,6;12301,32;6699,83;64259,56;35598,13;10021,82;12481,4;6744,88;64846,23;35206,25;10198,41;12607,42;6661,67;64673,75;35292,11;12316,97;12631,65;6781,74;67022,47;36701,7;11237,36;12869,56;7204,4;68013,03;4,32;9,74;4,42;7,0;5,52;3,01;10,82;3,02;6,38;4,66;4,07;9,25;2,04;7,53;4,91;3,84;9,61;1,85;5,87;1,46;-1585,9;-1094,76;-568,24;-504,57;-3753,47;-1103,58;-1215,54;-388,16;-459,52;-3166,8;-1495,46;-1038,95;-262,14;-542,73;-3339,28;-1409,6;1079,61;-237,91;-422,66;-990,56
155;11;35388,07;10248,71;12111,14;6663,78;64411,7;35699,64;10148,54;12228,62;6709,23;64786,03;35358,52;10339,52;12347,67;6607,65;64653,36;36162,09;12646,1;12388,39;6718,78;67915,36;36732,55;11242,03;12561,54;7170,11;67706,22;3,66;8,84;3,59;7,06;4,87;2,81;9,73;2,65;6,43;4,31;3,74;8,03;1,7;7,84;4,51;1,55;12,49;1,38;6,29;0,31;-1344,48;-993,32;-450,4;-506,33;-3294,52;-1032,91;-1093,49;-332,92;-460,88;-2920,19;-1374,03;-902,51;-213,87;-562,46;-3052,86;-570,46;1404,07;-173,15;-451,33;209,14
156;12;35814,01;10423,42;11840,94;6609,14;64687,51;35874,8;10307,96;11914,37;6640,76;64737,89;35603,37;10532,12;12014,74;6541,21;64691,44;37031,75;12865,29;11844,56;6688,47;68430,07;36834,1;11297,39;12182,55;7071,54;67385,58;2,77;7,74;2,8;6,54;4,0;2,6;8,76;2,2;6,09;3,93;3,34;6,77;1,38;7,5;4,0;0,54;13,88;2,77;5,42;1,55;-1020,09;-873,97;-341,61;-462,4;-2698,07;-959,3;-989,43;-268,18;-430,78;-2647,69;-1230,73;-765,27;-167,81;-530,33;-2694,14;197,65;1567,9;-337,99;-383,07;1044,49
157;13;36373,89;10661,94;11569,84;6500,59;65106,26;36207,46;10491,2;11657,44;6509,52;64865,62;35994,68;10749,66;11726,56;6435,01;64905,91;37364,29;13266,91;11885,8;6509,78;69026,78;37110,12;11449,38;11913,2;6861,08;67333,78;1,98;6,88;2,88;5,25;3,31;2,43;8,37;2,15;5,12;3,67;3,01;6,11;1,57;6,21;3,61;0,68;15,87;0,23;5,12;2,51;-736,23;-787,44;-343,36;-360,49;-2227,52;-902,66;-958,18;-255,76;-351,56;-2468,16;-1115,44;-699,72;-186,64;-426,07;-2427,87;254,17;1817,53;-27,4;-351,3;1693,0
