;Unnamed: 0.1;MLP_Seco;MLP_S;MLP_NE;MLP_N;MLP_SIN;LSTM_Seco;LSTM_S;LSTM_NE;LSTM_N;LSTM_SIN;GRU_Seco;GRU_S;GRU_NE;GRU_N;GRU_SIN;Prev_ONS_Seco;Prev_ONS_S;Prev_ONS_NE;Prev_ONS_N;Prev ONS_SIN;SECO Carga Verificada;S Carga Verificada;NE Carga Verificada;N Carga Verificada;SIN Carga Verificada;MAPE MLP Seco;MAPE MLP S;MAPE MLP NE;MAPE MLP N;MAPE MLP SIN;MAPE LSTM Seco;MAPE LSTM S;MAPE LSTM NE;MAPE LSTM N;MAPE LSTM SIN;MAPE GRU Seco;MAPE GRU S;MAPE GRU NE;MAPE GRU N;MAPE GRU SIN;MAPE ONS Seco;MAPE ONS S;MAPE ONS NE;MAPE ONS N;MAPE ONS SIN;MAE MLP Seco;MAE MLP S;MAE MLP NE;MAE MLP N;MAE MLP SIN;MAE LSTM Seco;MAE LSTM S;MAE LSTM NE;MAE LSTM N;MAE LSTM SIN;MAE GRU Seco;MAE GRU S;MAE GRU NE;MAE GRU N;MAE GRU SIN;MAE ONS Seco;MAE ONS S;MAE ONS NE;MAE ONS N;MAE ONS SIN
21;21,0;46366,07;14398,71;13605,12;7042,43;81412,33;44185,4;14760,9;13332,6;7021,15;79300,05;44522,32;14763,98;12802,08;6826,09;78914,47;47554,25;14380,14;14316,76;6792,47;83043,62;45235,09;14027,23;13539,39;7062,17;79863,88;2,5;2,65;0,49;0,28;1,94;2,32;5,23;1,53;0,58;0,71;1,58;5,25;5,45;3,34;1,19;5,13;2,52;5,74;3,82;3,98;1130,98;371,48;65,73;-19,74;1548,45;-1049,69;733,67;-206,79;-41,02;-563,83;-712,77;736,75;-737,31;-236,08;-949,41;2319,16;352,91;777,37;-269,7;3179,74
22;22,0;46977,31;14674,98;13739,63;7103,31;82495,23;44688,66;14991,28;13447,63;7062,69;80190,26;44964,35;15001,26;12887,46;6872,11;79725,18;48157,75;14720,2;14423,27;6792,53;84093,75;45650,84;14311,95;13579,6;7144,48;80686,87;2,91;2,54;1,18;0,58;2,24;2,11;4,75;0,97;1,14;0,62;1,5;4,82;5,1;3,81;1,19;5,49;2,85;6,21;4,93;4,22;1326,47;363,03;160,03;-41,17;1808,36;-962,18;679,33;-131,97;-81,79;-496,61;-686,49;689,31;-692,14;-272,37;-961,69;2506,91;408,25;843,67;-351,95;3406,88
23;23,0;47420,74;14972,61;13813,55;7152,87;83359,77;44962,24;15201,07;13525,84;7074,48;80763,63;45221,64;15194,87;12908,88;6887,25;80212,64;48296,96;14793,61;14444,97;6746,05;84281,59;45991,16;14615,11;13625,5;7174,01;81405,78;3,11;2,45;1,38;0,29;2,4;2,24;4,01;0,73;1,39;0,79;1,67;3,97;5,26;4,0;1,47;5,01;1,22;6,01;5,97;3,53;1429,58;357,5;188,05;-21,14;1953,99;-1028,92;585,96;-99,66;-99,53;-642,15;-769,52;579,76;-716,62;-286,76;-1193,14;2305,8;178,5;819,47;-427,96;2875,81
24;24,0;47559,54;15002,02;13810,37;7165,25;83537,18;45085,76;15171,72;13508,41;7055,94;80821,83;45267,65;15076,79;12850,52;6865,5;80060,46;48306,99;14784,91;14373,24;6746,59;84211,73;46228,04;14729,66;13573,67;7147,6;81678,96;2,88;1,85;1,74;0,25;2,28;2,47;3,0;0,48;1,28;1,05;2,08;2,36;5,33;3,95;1,98;4,5;0,38;5,89;5,61;3,1;1331,5;272,36;236,7;17,65;1858,22;-1142,28;442,06;-65,26;-91,66;-857,13;-960,39;347,13;-723,15;-282,1;-1618,5;2078,95;55,25;799,57;-401,01;2532,77
25;25,0;47359,83;14586,98;13731,73;7126,01;82804,55;45185,1;14786,09;13374,13;7018,7;80364,02;45152,35;14515,9;12734,28;6812,4;79214,93;47993,08;14229,95;14181,3;6650,73;83055,06;46360,66;14527,11;13352,16;7084,67;81324,59;2,16;0,41;2,84;0,58;1,82;2,54;1,78;0,16;0,93;1,18;2,61;0,08;4,63;3,84;2,59;3,52;2,05;6,21;6,12;2,13;999,17;59,87;379,57;41,34;1479,96;-1175,56;258,98;21,97;-65,97;-960,57;-1208,31;-11,21;-617,88;-272,27;-2109,66;1632,42;-297,16;829,14;-433,94;1730,47
26;26,0;47291,5;14258,14;13658,12;7102,98;82310,74;45442,31;14498,82;13294,96;7012,29;80248,38;45201,54;14117,33;12696,61;6788,5;78803,98;47991,02;14040,05;14188,85;6665,88;82885,8;46562,26;14343,27;13157,3;7059,85;81122,69;1,57;0,59;3,81;0,61;1,46;2,41;1,08;1,05;0,67;1,08;2,92;1,58;3,5;3,84;2,86;3,07;2,11;7,84;5,58;2,17;729,24;-85,13;500,82;43,13;1188,05;-1119,95;155,55;137,66;-47,56;-874,31;-1360,72;-225,94;-460,69;-271,35;-2318,71;1428,76;-303,22;1031,55;-393,97;1763,11
27;27,0;47772,95;14515,61;13674,21;7163,48;83126,25;45973,34;14729,11;13426,65;7081,08;81210,18;45683,16;14427,62;12849,48;6849,2;79809,46;48518,92;14659,61;14382,89;6866,32;84427,74;46975,99;14501,63;13186,95;7139,81;81804,38;1,7;0,1;3,7;0,33;1,62;2,13;1,57;1,82;0,82;0,73;2,75;0,51;2,56;4,07;2,44;3,28;1,09;9,07;3,83;3,21;796,96;13,98;487,26;23,67;1321,87;-1002,65;227,48;239,7;-58,73;-594,2;-1292,83;-74,01;-337,47;-290,61;-1994,92;1542,93;157,98;1195,94;-273,49;2623,36
28;28,0;48512,86;15030,75;13802,78;7290,48;84636,87;46573,57;15182,45;13666,94;7210,73;82633,69;46357,9;15022,85;13092,19;6974,39;81447,33;49096,52;15036,27;14559,95;7034,95;85727,69;47450,65;14811,87;13376,8;7303,99;82943,32;2,24;1,48;3,18;0,18;2,04;1,85;2,5;2,17;1,28;0,37;2,3;1,42;2,13;4,51;1,8;3,47;1,51;8,84;3,68;3,36;1062,21;218,88;425,98;-13,51;1693,55;-877,08;370,58;290,14;-93,26;-309,63;-1092,75;210,98;-284,61;-329,6;-1495,99;1645,87;224,4;1183,15;-269,04;2784,37
29;29,0;49113,23;15371,0;14028,58;7443,16;85955,97;47020,66;15474,95;13872,3;7365,81;83733,72;46924,6;15374,65;13296,5;7124,25;82720,0;49596,82;15164,43;14743,47;7149,27;86653,99;47825,0;15012,27;13604,28;7502,73;83944,29;2,69;2,39;3,12;0,79;2,4;1,68;3,08;1,97;1,82;0,25;1,88;2,41;2,26;5,04;1,46;3,7;1,01;8,37;4,71;3,23;1288,23;358,73;424,3;-59,57;2011,68;-804,34;462,68;268,02;-136,92;-210,57;-900,4;362,38;-307,78;-378,48;-1224,29;1771,82;152,16;1139,19;-353,46;2709,7
30;30,0;49459,36;15517,12;14246,33;7569,85;86792,66;47341,98;15578,9;13992,11;7485,26;84398,25;47341,88;15507,29;13436,38;7255,59;83541,14;49951,43;15352,15;14804,57;7186,2;87294,35;48192,05;15069,13;13775,72;7657,19;84694,09;2,63;2,97;3,42;1,14;2,48;1,76;3,38;1,57;2,25;0,35;1,76;2,91;2,46;5,24;1,36;3,65;1,88;7,47;6,15;3,07;1267,31;447,99;470,61;-87,34;2098,57;-850,07;509,77;216,39;-171,93;-295,84;-850,17;438,16;-339,34;-401,6;-1152,95;1759,38;283,02;1028,85;-470,99;2600,26
31;31,0;49551,5;15552,25;14335,84;7628,95;87068,54;47615,11;15562,87;14011,73;7521,21;84710,92;47642,03;15561,11;13514,16;7333,71;84051,01;50089,46;15205,12;14751,54;7221,82;87267,94;48641,28;15020,21;13836,66;7705,48;85203,63;1,87;3,54;3,61;0,99;2,19;2,11;3,61;1,27;2,39;0,58;2,05;3,6;2,33;4,82;1,35;2,98;1,23;6,61;6,28;2,42;910,22;532,04;499,18;-76,53;1864,91;-1026,17;542,66;175,07;-184,27;-492,71;-999,25;540,9;-322,5;-371,77;-1152,62;1448,18;184,91;914,88;-483,66;2064,31
32;32,0;49566,57;15555,76;14207,54;7630,15;86960,02;47868,75;15524,23;13967,41;7504,41;84864,8;47892,19;15588,12;13543,22;7361,18;84384,71;50193,44;15224,25;14666,46;7209,3;87293,45;48993,87;14961,06;13860,58;7682,78;85498,29;1,17;3,97;2,5;0,68;1,71;2,3;3,76;0,77;2,32;0,74;2,25;4,19;2,29;4,19;1,3;2,45;1,76;5,81;6,16;2,1;572,7;594,69;346,96;-52,63;1461,73;-1125,12;563,16;106,83;-178,37;-633,49;-1101,68;627,06;-317,36;-321,6;-1113,58;1199,57;263,18;805,88;-473,48;1795,16
33;33,0;49599,96;15571,38;13834,9;7590,02;86596,26;48052,83;15531,55;13877,03;7471,09;84932,5;48085,23;15602,5;13517,68;7346,41;84551,82;50160,86;15036,29;14567,47;7096,78;86861,4;49027,1;14969,15;13893,82;7635,76;85525,84;1,17;4,02;0,42;0,6;1,25;1,99;3,76;0,12;2,16;0,69;1,92;4,23;2,71;3,79;1,14;2,31;0,45;4,85;7,06;1,56;572,86;602,23;-58,92;-45,74;1070,42;-974,27;562,4;-16,79;-164,67;-593,34;-941,87;633,35;-376,14;-289,35;-974,02;1133,76;67,14;673,65;-538,98;1335,56
34;34,0;49244,2;15504,04;13413,11;7501,37;85662,72;47851,35;15509,31;13634,23;7400,82;84395,71;47882,29;15555,39;13343,61;7283,99;84065,28;49356,6;14918,26;14272,92;6959,25;85507,03;48610,9;14991,69;13746,3;7560,3;84909,19;1,3;3,42;2,42;0,78;0,89;1,56;3,45;0,82;2,11;0,6;1,5;3,76;2,93;3,65;0,99;1,53;0,49;3,83;7,95;0,7;633,3;512,35;-333,19;-58,93;753,53;-759,55;517,62;-112,07;-159,48;-513,48;-728,61;563,7;-402,69;-276,31;-843,91;745,7;-73,43;526,62;-601,05;597,84
35;35,0;48192,97;15256,58;13144,35;7359,23;83953,13;47044,11;15358,39;13191,91;7271,26;82865,67;47044,86;15384,53;12990,59;7172,38;82592,36;47761,34;14665,4;13717,47;6842,37;82986,58;47737,82;14943,49;13303,77;7443,95;83429,03;0,95;2,1;1,2;1,14;0,63;1,45;2,78;0,84;2,32;0,68;1,45;2,95;2,35;3,65;1,0;0,05;1,86;3,11;8,08;0,53;455,15;313,09;-159,42;-84,72;524,1;-693,71;414,9;-111,86;-172,69;-563,36;-692,96;441,04;-313,18;-271,57;-836,67;23,52;-278,09;413,7;-601,58;-442,45
36;36,0;47047,57;14862,37;13037,05;7191,19;82138,18;46060,21;15029,31;12864,41;7108,86;81062,79;46067,44;15037,11;12770,58;7039,71;80914,84;46424,41;14443,45;13542,97;6700,49;81111,32;46798,08;14739,97;12991,88;7291,98;81821,91;0,53;0,83;0,35;1,38;0,39;1,58;1,96;0,98;2,51;0,93;1,56;2,02;1,7;3,46;1,11;0,8;2,01;4,24;8,11;0,87;249,49;122,4;45,17;-100,79;316,27;-737,87;289,34;-127,47;-183,12;-759,12;-730,64;297,14;-221,3;-252,27;-907,07;-373,67;-296,52;551,09;-591,49;-710,59
37;37,0;46489,98;14419,25;13053,88;7039,7;81002,81;45447,91;14553,3;12929,85;6962,03;79893,09;45546,06;14539,19;12948,65;6926,81;79960,71;45275,46;13611,33;13696,32;6522,08;79105,19;46240,48;14373,23;13194,87;7130,5;80939,08;0,54;0,32;1,07;1,27;0,08;1,71;1,25;2,01;2,36;1,29;1,5;1,15;1,87;2,86;1,21;2,09;5,3;3,8;8,53;2,27;249,5;46,02;-140,99;-90,8;63,73;-792,57;180,07;-265,02;-168,47;-1045,99;-694,42;165,96;-246,22;-203,69;-978,37;-965,02;-761,9;501,45;-608,42;-1833,89
38;38,0;46617,3;14152,47;13168,28;6974,17;80912,22;45582,73;14234,74;13159,87;6918,13;79895,47;45749,71;14223,02;13260,09;6895,87;80128,69;46122,87;13407,98;13792,38;6729,88;80053,11;46350,25;14141,6;13591,44;7051,3;81134,59;0,58;0,08;3,11;1,09;0,27;1,66;0,66;3,18;1,89;1,53;1,3;0,58;2,44;2,2;1,24;0,49;5,19;1,48;4,56;1,33;267,05;10,87;-423,16;-77,13;-222,37;-767,52;93,14;-431,57;-133,17;-1239,12;-600,54;81,42;-331,35;-155,43;-1005,9;-227,38;-733,62;200,94;-321,42;-1081,48
39;39,0;47287,02;14228,88;13339,88;7039,6;81895,38;46572,31;14324,0;13271,08;7031,72;81199,11;46690,99;14358,8;13392,57;6988,05;81430,41;48251,2;13534,24;13909,64;6887,82;82582,9;47188,59;14307,29;13788,48;7120,92;82405,28;0,21;0,55;3,25;1,14;0,62;1,31;0,12;3,75;1,25;1,46;1,05;0,36;2,87;1,87;1,18;2,25;5,4;0,88;3,27;0,22;98,43;-78,41;-448,6;-81,32;-509,9;-616,28;16,71;-517,4;-89,2;-1206,17;-497,6;51,51;-395,91;-132,87;-974,87;1062,61;-773,05;121,16;-233,1;177,62
40;40,0;47983,07;14454,46;13462,2;7156,5;83056,23;47625,25;14582,15;13266,15;7187,19;82660,74;47684,03;14662,49;13372,85;7138,88;82858,25;48825,86;13914,88;13919,92;6930,01;83590,67;48083,99;14681,83;13811,32;7239,18;83816,33;0,21;1,55;2,53;1,14;0,91;0,95;0,68;3,95;0,72;1,38;0,83;0,13;3,17;1,39;1,14;1,54;5,22;0,79;4,27;0,27;-100,92;-227,37;-349,12;-82,68;-760,1;-458,74;-99,68;-545,17;-51,99;-1155,59;-399,96;-19,34;-438,47;-100,3;-958,08;741,87;-766,95;108,6;-309,17;-225,66
